ClientID,Recency,Frequency,Monetary_Q,Monetary_A
client41779,27,1,2,548
client36062,27,1,2,998
client26201,21,4,17,3351
client33278,8,7,198,32969
client35513,1,10,275,86547
client4537,17,2,7,2173
client38297,27,1,33,3603
client7425,3,5,23,11917
client15759,27,1,4,5948
client2663,1,2,5,2905
client33141,27,1,13,1337
client5665,27,1,19,381
client8765,27,1,13,1937
client37121,27,1,1,1999
client14451,27,1,6,4944
client38358,27,1,2,168
client13897,27,1,10,1103
client37841,27,1,5,925
client42165,20,2,14,4325
client35814,20,3,10,4983
client11210,27,1,1,3999
client5376,27,1,7,30793
client38678,26,2,44,17180
client14708,27,1,16,25362
client3860,27,1,1,1499
client22694,27,1,2,1730
client32219,17,4,86,14419
client40248,13,5,27,11971
client37608,26,1,2,8948
client31440,26,1,5,2999
client18712,15,2,11,6223
client13793,19,2,6,604
client21600,26,1,32,6189
client36898,26,1,4,266
client17015,26,1,3,1167
client13848,8,9,176,22306
client24111,26,1,5,1825
client8196,3,3,11,459
client36122,26,1,1,1299
client7701,4,2,3,1087
client6954,26,1,18,14005
client16250,17,2,3,907
client3509,26,1,1,5999
client39443,25,2,29,23345
client33568,26,1,2,5698
client1769,21,4,53,7485
client32503,25,2,8,1166
client37461,26,1,2,251
client36064,26,1,2,1198
client40629,26,1,50,5839
client28993,26,1,2,1104
client8670,26,1,2,328
client8410,26,1,4,2234
client2805,26,1,3,773
client41771,6,5,40,5664
client9431,23,2,18,1833
client7150,21,3,42,6750
client9237,26,1,2,138
client32929,26,1,2,288
client7815,17,3,15,2241
client25209,26,1,8,1662
client14381,26,1,22,2176
client1089,2,2,11,8353
client2948,26,1,6,2174
client1115,26,1,5,3685
client17669,26,1,2,998
client40120,19,2,18,4940
client41028,26,1,3,183
client21871,26,1,2,14998
client42404,26,1,11,8278
client41304,24,3,13,2097
client16913,26,1,5,26526
client15814,26,1,8,42654
client14604,26,1,12,984
client8017,26,1,20,5870
client34408,15,2,14,2366
client40458,26,1,28,3612
client25994,25,1,2,6498
client12261,25,1,14,7436
client31428,25,1,1,229
client28090,25,1,62,14958
client32839,25,1,2,8598
client34728,25,1,18,24213
client41240,25,1,2,582
client24482,25,1,2,3078
client37536,25,1,1,849
client20426,11,4,24,6415
client12794,25,1,9,2035
client14072,25,1,1,519
client19915,25,1,20,1947
client22648,25,1,1,349
client40591,25,1,3,1811
client4518,25,1,27,2203
client19985,25,1,2,9698
client22087,25,1,2,1398
client20990,25,1,17,4133
client11945,25,1,2,618
client13141,10,5,21,4610
client23658,25,1,28,1141
client20443,11,2,11,2349
client42506,25,1,3,1547
client12778,25,1,6,6394
client1103,8,2,11,6039
client29858,1,4,42,20416
client28067,25,1,2,324
client36506,25,1,2,1244
client16677,25,1,1,1799
client40718,25,1,3,507
client4288,25,1,5,791
client13869,24,2,6,6594
client41207,25,1,10,980
client22915,25,1,27,10843
client29967,25,1,24,3322
client1895,12,3,22,3608
client18595,25,1,1,2056
client13948,1,5,88,34218
client29900,21,2,7,1509
client41292,7,3,24,34886
client19165,25,1,39,8305
client40432,25,1,10,6462
client13789,25,1,13,877
client29676,25,1,3,2097
client11765,4,4,59,9870
client19844,25,1,3,2547
client32043,25,1,37,11234
client23251,24,1,13,7071
client10355,24,1,1,104
client24280,24,1,3,4597
client21743,24,1,18,13106
client39472,14,3,33,3631
client26841,24,1,5,1375
client9716,24,1,2,4598
client13692,4,2,3,4617
client7063,13,4,20,2866
client19152,24,1,5,4995
client24071,21,3,46,6601
client1795,24,1,19,1989
client41670,24,1,4,1220
client10418,24,1,12,1368
client4910,24,1,3,417
client1905,3,4,44,18761
client15740,24,1,1,45
client8390,18,2,3,26068
client34575,21,2,4,2136
client22268,24,1,1,1579
client37177,23,1,11,1425
client21840,11,3,49,13567
client6568,12,2,23,4837
client13621,16,3,10,24648
client37207,23,1,3,5360
client12191,23,1,1,45
client35595,23,1,5,975
client5331,23,1,6,16094
client38880,7,2,18,8174
client14401,23,1,4,1166
client16977,23,1,2,1798
client12090,23,1,21,1099
client36199,23,1,27,2199
client17532,23,1,2,1955
client33425,23,1,5,254
client42210,23,1,5,5185
client41820,23,1,9,1740
client40349,23,1,1,11
client34648,4,2,25,13711
client7177,23,1,3,507
client31570,22,2,25,8136
client306,23,1,7,4576
client12387,23,1,1,3999
client31762,23,1,8,2112
client35098,23,1,7,4183
client3556,23,1,2,138
client203,23,1,13,614
client32240,22,2,5,11386
client25934,14,3,68,15202
client39793,5,2,12,2570
client38196,23,1,2,3198
client8155,2,4,59,4823
client32641,7,5,116,78800
client5120,23,1,53,11134
client2147,1,4,24,2967
client13091,8,3,16,13009
client17773,22,1,2,518
client6343,22,1,4,3486
client13147,22,1,8,992
client5673,22,1,4,7196
client32109,4,3,10,6688
client18811,3,3,13,1588
client19682,17,3,9,2303
client24433,22,1,5,560
client32878,15,2,55,5629
client91,22,1,11,5589
client24995,22,1,3,1677
client8741,22,1,8,9179
client8388,22,1,1,539
client17142,22,1,7,2393
client41987,22,1,7,14293
client35580,22,1,1,3855
client11551,22,1,3,335
client31305,12,2,28,2584
client38204,8,2,10,1210
client12660,22,1,8,3032
client11627,22,1,11,1041
client38212,22,1,1,5999
client14329,16,2,26,5096
client34603,13,3,8,2942
client37243,16,2,3,12104
client13125,1,6,183,82365
client32407,22,1,1,649
client11909,20,2,12,4061
client37895,22,1,3,5647
client30220,1,2,38,23478
client19475,1,6,34,5837
client21405,21,1,6,6510
client28773,21,1,6,1014
client11446,21,1,3,397
client15893,21,1,2,4424
client29864,17,2,7,599
client3629,9,2,6,6770
client36518,4,5,257,44300
client9202,21,1,2,1398
client24819,21,1,2,270
client7981,21,1,4,816
client34725,21,1,1,799
client31746,21,1,8,2772
client5965,21,1,1,1499
client24747,21,1,1,6899
client37025,21,1,1,3855
client11586,21,1,1,415
client39872,15,2,17,18345
client41197,21,1,2,238
client29609,21,1,18,8348
client13619,21,1,1,799
client30076,19,2,7,10676
client22682,13,2,7,3571
client35817,21,1,6,1818
client41682,14,2,2,1768
client3700,21,1,3,1001
client16344,21,1,4,1896
client10968,21,1,23,3817
client9873,3,2,7,2660
client16512,21,1,6,1200
client39740,21,1,1,6999
client42156,17,2,14,3526
client36145,15,2,12,1390
client20358,20,2,9,8011
client27331,21,1,7,1729
client21235,17,2,25,2769
client8841,21,1,4,1454
client4426,21,1,3,8783
client23002,2,4,12,8351
client36404,6,5,49,12635
client40663,21,1,26,12473
client34978,15,2,120,84600
client36899,21,1,32,8800
client7563,20,1,15,5845
client34063,20,1,13,4990
client39405,20,1,2,4599
client11515,4,4,38,4780
client8030,14,3,11,10966
client28467,14,2,24,8686
client16111,20,1,1,3490
client17836,20,1,10,1570
client21790,20,1,1,1399
client32326,20,1,1,1999
client3750,20,1,14,2753
client7290,2,6,14,3798
client8792,16,2,39,5537
client42497,20,1,5,1158
client42016,20,1,1,269
client10450,20,1,1,2699
client28355,20,1,3,5497
client29728,20,1,4,2006
client36680,20,1,2,193
client23056,19,2,10,6346
client33822,8,2,9,1294
client32536,19,2,15,12945
client10673,20,1,2,4139
client34775,20,1,28,6138
client10616,20,1,9,999
client40178,1,4,305,34963
client22410,20,1,3,367
client12524,20,1,1,7499
client12575,15,3,10,1536
client42698,20,1,8,7610
client30990,18,2,13,7997
client38342,16,2,13,15724
client33487,20,1,11,2499
client4377,20,1,17,1683
client13272,4,10,266,81525
client6628,19,1,12,12424
client20275,19,1,27,19021
client33508,19,1,10,1190
client30701,4,2,9,1619
client5387,6,2,13,6508
client872,19,1,1,275
client16076,16,2,3,5951
client6753,16,2,17,5505
client15023,19,1,2,416
client14384,19,1,2,248
client14832,3,3,39,16655
client2055,19,1,1,179
client37088,19,1,2,1350
client27714,2,2,3,831
client37823,4,3,55,6265
client29960,5,3,8,3606
client14914,19,1,2,30
client3519,19,1,1,3699
client13154,19,1,5,1825
client19659,18,2,13,3996
client22109,19,1,1,2219
client9969,8,2,7,2099
client10911,19,1,5,5995
client35918,3,2,2,2654
client38481,19,1,2,5098
client8477,19,1,1,3199
client33434,19,1,9,3181
client26896,19,1,1,2999
client5655,19,1,3,807
client11346,11,2,18,2200
client8610,19,1,5,15027
client13343,19,1,3,306
client12627,19,1,4,1036
client2333,19,1,1,1445
client22797,19,1,11,1040
client35586,11,2,24,6786
client39490,9,2,3,4713
client9020,19,1,1,1699
client10691,19,1,8,2752
client32036,19,1,4,2867
client25034,19,1,1,1399
client567,19,1,1,2859
client9736,19,1,8,2764
client25178,19,1,2,1798
client42202,5,2,15,4781
client38391,19,1,13,1900
client30241,19,1,3,6337
client34545,17,2,21,8867
client31040,19,1,2,218
client9369,3,3,24,3816
client41107,6,4,47,4803
client37413,2,5,56,12934
client15567,6,2,13,3810
client20467,19,1,58,19287
client42703,19,1,2,1090
client19449,19,1,5,1015
client25127,19,1,17,9105
client20683,19,1,12,14791
client31114,18,1,3,1043
client18999,2,2,8,5001
client40646,18,1,1,6990
client18881,1,4,46,11593
client28720,18,1,1,1799
client4828,18,1,1,2999
client41847,18,1,4,546
client32365,6,2,20,7407
client32522,18,1,52,7918
client42302,18,1,2,255
client31291,18,1,3,1537
client18711,1,2,17,2469
client17971,18,1,7,895
client23393,18,1,13,5580
client18029,18,1,7,1071
client25130,18,1,2,268
client30171,18,1,1,86
client2266,18,1,2,1998
client25780,5,2,12,3258
client35869,18,1,3,106
client13771,18,1,1,1499
client9752,18,1,4,1156
client16099,18,1,2,2454
client15869,18,1,8,4632
client24526,18,1,6,8344
client34940,18,1,1,1090
client17995,18,1,1,4799
client38590,18,1,13,417
client31576,18,1,4,544
client9664,2,3,15,3257
client10705,18,1,2,1354
client14035,18,1,3,5137
client27369,18,1,6,4804
client5282,18,1,2,4148
client39637,3,3,51,25983
client4843,18,1,4,8346
client8145,18,1,32,4612
client21261,16,2,5,4510
client3764,18,1,3,8898
client1790,18,1,13,7987
client18833,4,2,15,2523
client1227,18,1,23,14343
client10426,18,1,1,415
client34296,14,2,9,3231
client30188,17,1,2,603
client16829,6,3,14,6122
client18860,17,1,2,491
client24194,10,4,88,19868
client41545,17,1,1,2265
client19509,17,1,3,296
client17487,17,1,2,78
client35927,17,1,18,216
client3971,3,3,4,522
client26694,6,2,21,13135
client32137,17,1,1,649
client33100,9,4,32,7267
client26082,6,2,7,306
client19643,17,1,30,1396
client32398,5,2,7,5983
client22482,17,1,1,469
client10175,17,1,2,238
client28529,1,2,32,1298
client14083,17,1,3,233
client41890,17,1,1,379
client8262,17,1,2,778
client6335,17,1,7,264
client8701,17,1,18,1202
client18310,17,1,5,471
client41127,17,1,8,1648
client8952,15,3,6,1115
client2346,17,1,1,2299
client16487,17,1,6,1016
client32515,7,2,2,1898
client4092,17,1,1,42
client32078,17,1,2,5448
client28989,17,1,40,440
client32362,17,1,2,9298
client37225,17,1,1,4499
client6468,12,3,17,3757
client2914,10,2,8,460
client19270,17,1,28,8453
client22996,5,2,4,246
client27379,2,2,3,337
client36627,14,2,6,252
client18205,17,1,1,299
client7968,8,2,33,15315
client7360,15,2,7,7593
client27295,17,1,2,1690
client34329,17,1,4,52
client14857,17,1,2,918
client30826,17,1,3,2366
client22341,17,1,21,3379
client19186,17,1,14,16533
client25272,17,1,12,5868
client1312,16,1,13,600
client40549,10,2,8,6168
client15186,16,1,2,188
client1653,3,5,42,6408
client15262,16,1,1,49
client28715,8,3,19,2310
client4656,16,1,9,1426
client21569,15,2,37,11114
client23441,15,2,7,1703
client7319,16,1,3,1847
client42589,16,1,12,3648
client23617,6,2,5,865
client21713,16,1,1,3299
client34556,14,2,33,4909
client8015,16,1,8,536
client36295,15,2,23,10689
client23743,16,1,5,185
client201,16,1,13,3657
client34866,16,1,4,876
client14094,16,1,1,1890
client42250,16,1,6,251
client17728,16,1,1,199
client18758,1,2,6,1316
client15764,11,3,61,14392
client234,9,2,20,6560
client4206,16,1,5,520
client15141,16,1,17,1114
client22741,13,2,9,873
client34251,16,1,1,6499
client34056,16,1,2,308
client4755,16,1,1,10990
client5392,16,1,4,196
client32703,16,1,4,316
client19374,16,1,7,735
client38465,16,1,2,374
client38122,16,1,1,109
client25707,16,1,1,29
client40941,16,1,2,4498
client34379,16,1,12,2313
client27168,2,2,5,107
client17867,16,1,7,393
client10035,3,2,6,429
client21106,3,2,2,248
client30417,16,1,23,4547
client275,16,1,5,2485
client32007,16,1,21,2322
client23070,16,1,1,5499
client16931,16,1,2,231
client16018,16,1,6,2394
client30317,16,1,3,653
client34884,16,1,4,5560
client23358,5,2,7,371
client29521,14,2,18,1432
client24918,6,4,70,57750
client35233,2,2,4,2914
client4788,16,1,2,168
client32451,16,1,5,1005
client12688,2,5,109,30410
client25263,16,1,9,1859
client6494,10,2,144,36123
client39964,2,4,98,27765
client12143,6,6,89,37123
client33705,16,1,9,2937
client23734,16,1,31,31767
client2394,16,1,1,11990
client23348,2,3,40,38469
client33542,16,1,17,7065
client21080,16,1,45,1497
client40987,15,1,2,64
client38881,15,1,1,99
client21468,15,1,2,438
client25237,15,1,8,278
client16841,15,1,1,79
client27372,15,1,3,1797
client26292,15,1,1,7790
client8232,15,1,2,331
client15797,15,1,1,99
client27693,4,2,11,4581
client11502,15,1,3,869
client19572,15,1,23,8039
client42554,15,1,1,2299
client18536,15,1,2,208
client29258,15,1,26,3628
client23316,15,1,6,1994
client24882,15,1,1,1159
client33518,1,7,120,19419
client3440,15,1,2,1698
client6794,15,1,1,3490
client11331,15,1,3,531
client14940,15,1,10,1814
client30157,2,2,53,15103
client13429,15,1,1,11
client17382,15,1,4,3168
client30101,15,1,3,195
client4310,1,3,3,960
client27271,15,1,2,1254
client3532,15,1,14,246
client39473,6,2,4,1132
client8116,15,1,12,1114
client11335,12,2,21,2439
client12808,15,1,3,323
client5925,15,1,2,718
client26744,5,2,5,665
client2621,15,1,4,1606
client42468,15,1,3,417
client27587,15,1,8,216
client14516,9,2,32,2108
client22839,15,1,1,95
client20561,15,1,1,19
client41416,15,1,7,4295
client17696,15,1,4,1066
client928,15,1,1,2699
client18703,15,1,10,990
client17931,15,1,1,1699
client32632,15,1,1,104
client20226,15,1,2,138
client37080,15,1,4,192
client35542,15,1,13,2969
client22556,15,1,3,897
client31529,15,1,4,546
client24804,15,1,3,413
client9235,2,3,28,4897
client36846,15,1,16,1736
client9702,15,1,2,29280
client20144,15,1,149,26117
client33264,15,1,3,507
client11785,15,1,1,739
client16294,12,2,6,1734
client15588,5,2,3,1181
client40058,3,2,18,1642
client21427,8,3,14,2620
client27969,1,2,2,258
client36677,14,1,1,4599
client1198,13,2,7,2425
client7533,14,1,2,114
client32369,10,3,17,3401
client30887,14,1,4,232
client10391,14,1,1,75
client31618,4,2,13,3107
client7028,14,1,1,180
client31606,9,3,20,4850
client21648,5,3,21,1417
client9718,6,2,9,5852
client19987,13,2,6,303
client5730,1,3,23,5611
client2895,14,1,8,167
client10219,14,1,1,299
client4605,14,1,2,58
client35606,14,1,1,269
client39946,14,1,4,356
client2575,5,2,12,4138
client37866,12,2,13,2897
client29912,3,4,19,6734
client41276,14,1,7,733
client40793,14,1,3,537
client6376,14,1,2,998
client37961,14,1,1,99
client8672,14,1,13,431
client36013,14,1,2,288
client24388,14,1,21,1199
client31184,12,2,5,713
client35220,14,1,2,9398
client23295,14,1,2,788
client3736,14,1,9,1384
client37926,14,1,11,391
client32413,14,1,15,5571
client6291,14,1,7,6213
client2273,14,1,3,345
client40500,14,1,8,488
client36845,14,1,1,7499
client22544,9,3,22,1189
client889,14,1,2,248
client35209,14,1,2,418
client1720,14,1,4,1606
client707,14,1,1,329
client39382,14,1,11,11466
client16791,14,1,1,539
client40626,9,3,6,1944
client40985,12,3,54,5323
client16797,14,1,10,11510
client6483,14,1,2,1928
client34855,14,1,1,1199
client13514,14,1,20,5646
client24405,14,1,2,448
client29964,14,1,7,2888
client31664,14,1,13,46295
client25356,1,4,76,50590
client20655,14,1,9,6345
client32666,14,1,4,1482
client40072,5,3,114,12836
client28971,7,3,18,3547
client4448,13,1,4,1179
client26906,13,1,1,79
client31624,13,1,22,2398
client40047,12,2,47,18297
client23173,9,2,9,1213
client65,1,2,5,7427
client3673,13,1,5,1175
client12522,13,1,1,125
client33175,13,1,5,2175
client1508,13,1,7,1930
client15078,13,1,7,144
client34139,13,1,1,899
client14724,13,1,6,460
client41467,13,1,47,19894
client8048,13,1,12,1300
client12644,13,1,20,1820
client12637,2,2,5,2191
client18827,13,1,3,237
client5906,1,2,10,1600
client9264,13,1,1,99
client12784,13,1,1,5799
client28322,13,1,1,99
client42019,13,1,5,601
client28347,13,1,1,139
client42391,13,1,4,264
client40873,13,1,1,129
client30031,13,1,6,3024
client31015,12,2,20,2399
client28306,13,1,1,2199
client27024,13,1,11,3651
client30767,13,1,13,917
client36997,13,1,4,40
client7443,13,1,1,65
client24612,13,1,2,204
client5877,13,1,2,134
client94,13,1,5,685
client26130,13,1,6,6544
client4557,13,1,12,1018
client17243,13,1,1,269
client14619,13,1,6,13594
client4985,13,1,2,258
client4361,13,1,2,710
client36428,3,3,40,6420
client16618,3,3,15,8695
client22012,11,2,5,681
client22732,13,1,2,401
client19331,10,3,28,1848
client30570,13,1,1,69
client26144,13,1,10,247
client29755,13,1,1,999
client10032,13,1,1,29
client30063,13,1,6,894
client41603,13,1,21,1620
client35640,13,1,4,319
client34465,13,1,1,999
client14688,13,1,11,749
client12951,13,1,6,489
client23477,13,1,23,2905
client11891,13,1,7,2136
client33888,13,1,15,6695
client42368,12,2,6,7980
client38256,4,2,7,613
client39805,13,1,4,432
client29330,13,1,1,1499
client15110,6,3,11,1609
client12366,10,2,56,2800
client6269,13,1,4,1996
client3649,13,1,6,1534
client12344,11,2,100,10800
client26418,13,1,5,2658
client2149,13,1,2,2610
client2554,8,2,87,23749
client29683,13,1,3,1139
client27830,13,1,1,299
client12388,13,1,3,597
client34598,12,1,3,4219
client28027,12,1,1,129
client113,3,2,22,5508
client2940,12,1,2,158
client33946,12,1,1,299
client32584,12,1,1,4999
client21357,12,1,2,780
client12108,12,1,1,4099
client38903,6,2,5,2841
client14315,12,1,56,49750
client33810,12,1,8,1141
client6333,10,2,9,5655
client34459,12,1,1,235
client40491,2,2,26,2884
client26072,12,1,17,4313
client20447,12,1,16,4003
client18117,11,2,19,3068
client21185,12,1,10,6210
client8771,2,6,25,5923
client20178,12,1,19,5202
client14477,12,1,6,560
client27769,8,2,4,886
client39207,12,1,1,115
client15340,12,1,1,215
client4461,12,1,1,3399
client20268,5,2,5,627
client40861,12,1,3,135
client33042,12,1,4,1096
client13018,10,2,33,6215
client3261,12,1,3,84
client11947,3,3,11,16089
client16795,12,1,4,56
client12065,12,1,2,108
client24464,12,1,1,799
client2934,12,1,3,737
client39614,12,1,3,257
client33809,12,1,1,89
client1302,12,1,1,249
client8505,8,2,7,1176
client6051,12,1,1,149
client6749,7,2,5,1125
client36327,12,1,34,818
client6775,12,1,10,950
client37993,12,1,1,99
client40298,5,2,2,697
client32309,12,1,6,264
client16563,12,1,2,164
client12158,12,1,2,378
client33903,9,2,4,2325
client7607,12,1,2,178
client38854,1,3,24,2352
client24669,12,1,7,109
client122,12,1,8,1492
client23361,12,1,4,2288
client24579,12,1,2,1348
client25001,12,1,2,2198
client23996,10,2,8,23963
client28938,12,1,3,957
client30202,12,1,17,1860
client34994,2,3,14,23284
client22127,12,1,13,3497
client42043,12,1,2,1450
client9053,5,2,26,2252
client40040,11,1,3,2156
client14800,11,1,3,783
client41417,11,1,3,410
client4699,11,1,7,4443
client21893,11,1,3,2397
client1875,11,1,4,292
client37219,11,1,4,251
client25894,11,1,1,399
client5519,4,3,15,3637
client30345,11,1,3,553
client9660,11,1,2,2278
client41147,11,1,10,65
client29375,11,1,8,1002
client37530,11,1,2,138
client4614,11,1,10,190
client17731,11,1,1,149
client8907,11,1,3,615
