ClientID,Recency,Frequency,Monetary_Q,Monetary_A
client7349,139,2,44,4316
client31932,256,3,14,1076
client15149,208,6,55,10876
client7742,326,2,7,12994
client33583,275,3,3,4503
client8305,87,8,179,32931
client13312,215,2,72,3073
client40409,11,12,49,9405
client4502,412,1,6,5505
client10790,332,3,23,13830
client1630,394,5,12,13092
client35877,412,1,6,2184
client31026,412,1,8,4335
client6063,167,10,52,74172
client9633,412,1,4,1812
client277,4,12,54,15286
client25234,40,3,43,10014
client37965,278,4,26,8824
client34769,93,3,112,18218
client10001,82,5,33,1874
client4501,411,1,5,5455
client6531,362,2,3,1656
client7943,1,18,119,32631
client18499,411,1,6,1378
client22680,74,2,6,1668
client29440,411,1,14,12226
client36543,411,1,1,7499
client19462,191,3,36,3161
client24674,411,1,1,5999
client14888,411,1,3,1997
client35446,401,3,15,8320
client27025,399,2,13,1773
client7241,180,2,14,6340
client21334,411,1,2,2228
client27919,411,1,2,1204
client18746,411,1,5,2585
client19989,411,1,14,3576
client23870,411,1,3,1137
client41606,411,1,22,1719
client18285,411,1,7,969
client3552,411,1,2,508
client15024,411,1,1,3999
client17049,411,1,3,307
client16818,411,1,8,1002
client23696,411,1,6,1394
client15210,239,3,26,15219
client1328,411,1,2,3118
client34619,411,1,1,1099
client31652,191,7,69,12065
client40855,411,1,3,1407
client6946,411,1,2,1198
client33681,25,6,18,2849
client22339,22,11,63,8325
client32475,329,3,11,1310
client33111,71,4,10,10243
client35307,2,7,32,12679
client18638,60,8,38,22557
client22668,90,4,71,2878
client5360,411,1,14,11850
client40362,64,6,68,29881
client10831,238,3,12,1500
client42281,411,1,8,852
client22534,391,3,17,4713
client21319,411,1,7,533
client12308,400,3,5,10757
client42373,113,7,28,5293
client16665,411,1,2,4598
client2640,365,2,4,4143
client9957,393,2,7,36439
client21553,411,1,37,22129
client5009,113,3,5,10315
client1679,411,1,1,3899
client27643,112,4,7,755
client15233,137,2,10,3082
client12684,3,10,50,20604
client26657,94,3,6,12604
client6392,5,8,28,11650
client40295,29,24,224,62183
client41857,411,1,58,10620
client25103,44,18,102,41528
client26371,43,6,80,29628
client35855,83,6,47,12129
client7330,404,2,23,2921
client34817,33,7,40,15597
client4074,70,2,15,8550
client30968,132,2,21,3044
client23810,30,8,146,22585
client42569,254,4,33,16537
client36246,12,31,233,52031
client12227,225,3,8,3503
client37170,361,2,5,1001
client35029,99,10,91,18165
client10280,100,8,163,128148
client23490,410,1,8,3226
client40678,79,3,4,3511
client32117,9,5,86,19366
client26161,410,1,24,1716
client11386,410,1,10,1051
client19343,89,21,90,9085
client37518,11,7,74,31083
client36151,410,1,3,617
client9963,368,2,7,4187
client16432,47,9,60,10236
client901,11,16,87,15414
client25715,22,14,85,13412
client35684,316,10,92,75396
client40559,187,7,29,4206
client31806,410,1,3,3857
client30601,139,6,28,3421
client4457,210,3,14,10002
client4686,410,1,1,2799
client27036,408,2,12,7519
client11672,410,1,3,13978
client11372,9,27,272,56091
client23023,410,1,2,98
client13354,187,6,25,2190
client12925,351,4,10,6053
client23324,319,3,31,2953
client36852,3,6,19,4623
client1021,1,8,18,11834
client14986,41,6,26,4891
client2501,410,1,2,16989
client40824,408,2,5,4058
client23930,410,1,3,2367
client9776,74,14,110,28195
client24219,9,3,7,5623
client7651,367,3,121,41528
client481,19,17,205,48745
client17129,108,9,769,79292
client33892,410,1,5,1745
client20077,9,9,56,10690
client11385,125,16,57,52753
client15456,35,23,179,87401
client24474,8,39,390,70015
client33361,160,5,23,8875
client7365,120,4,17,4563
client22973,200,4,18,7233
client9280,1,24,108,42762
client30150,14,9,45,19098
client27202,13,23,159,14978
client22423,409,1,5,1267
client28857,402,3,33,9871
client29940,47,8,22,3564
client27597,356,2,5,2335
client5361,234,5,32,5060
client28911,27,29,254,121735
client29892,1,14,32,8662
client33392,68,5,20,6576
client25890,381,3,21,2201
client14820,409,1,1,369
client3420,18,5,69,10695
client24391,132,2,20,5734
client29107,33,7,29,7274
client20797,54,13,52,11964
client37553,20,2,7,2183
client26520,326,2,15,3420
client32444,409,1,1,1299
client34934,77,4,17,1614
client37145,58,4,20,16409
client33756,300,4,12,3866
client17706,409,1,3,1257
client39316,80,3,17,2739
client9263,73,10,55,6089
client6783,409,1,10,1630
client16175,9,18,139,103264
client18049,409,1,3,2487
client35340,15,33,491,138249
client22067,302,6,45,12834
client3207,409,1,2,1098
client29142,103,5,47,33157
client36409,387,2,38,11785
client17874,365,2,7,640
client12082,409,1,5,7686
client14968,45,6,25,6189
client325,12,13,51,34391
client41010,3,4,8,22223
client33363,409,1,11,5151
client42675,55,17,358,119744
client22201,7,6,507,36246
client10866,129,13,165,33658
client27002,406,2,5,7265
client15936,409,1,12,1018
client17849,23,31,270,70793
client13908,40,8,43,5964
client8074,16,6,9,5267
client31867,20,7,13,6519
client523,13,12,122,22527
client10437,22,6,16,2792
client41080,324,3,23,6566
client20306,6,5,23,8351
client40565,90,4,39,25230
client5290,21,21,91,26209
client28073,342,6,30,2651
client19059,2,52,655,115706
client582,3,5,8,1812
client38104,408,1,41,1328
client18024,241,6,14,5503
client33132,316,3,5,8318
client31177,364,4,12,10878
client24165,156,3,5,2025
client37566,58,9,26,7388
client41889,408,1,11,2095
client41137,171,11,150,11436
client14992,149,2,12,4034
client1540,402,2,18,11872
client12206,223,12,37,2427
client3639,408,1,23,2949
client33909,1,9,51,11861
client35819,408,1,34,3450
client39669,157,4,51,3336
client12077,189,6,14,1240
client34583,341,3,33,9705
client10300,300,5,26,13546
client21626,114,12,162,35199
client5705,14,11,220,76356
client3485,408,1,5,1715
client41166,77,5,9,8163
client30807,191,10,40,17425
client38617,123,3,21,4261
client2378,28,6,32,4149
client16823,253,2,3,3827
client20738,403,3,6,1956
client17278,408,1,6,1244
client21538,33,2,19,1505
client21592,39,4,17,3082
client26105,210,7,29,16826
client3444,12,4,12,10447
client26291,408,1,2,2338
client5755,9,24,209,81434
client4188,36,3,173,23718
client29640,164,9,162,26602
client30432,46,6,28,13807
client26191,408,1,51,25245
client23859,70,5,78,10672
client16184,249,6,32,18802
client38514,286,20,176,63554
client39320,60,19,69,32640
client27515,25,9,54,22887
client41581,408,1,6,2054
client13415,218,3,7,2773
client28783,36,5,69,23207
client39277,338,2,12,2028
client10367,1,33,254,40779
client1512,63,40,334,97169
client40095,77,32,164,31767
client4130,60,5,75,22886
client39815,294,2,18,5592
client22068,407,1,16,4610
client23549,407,1,2,4058
client41054,81,10,35,10409
client1597,20,10,78,5057
client22717,32,5,32,4536
client13928,23,4,24,12005
client18490,60,4,33,22334
client29484,242,2,15,2871
client11587,407,1,1,239
client23189,40,7,58,6115
client13830,189,3,43,16317
client34140,61,6,25,7377
client22041,25,10,78,6710
client30748,16,28,113,34515
client16812,170,6,150,38862
client1329,23,15,98,23899
client36734,353,22,116,34409
client29497,350,2,15,8141
client6738,403,2,11,2419
client31432,368,3,24,8929
client29095,88,11,87,11370
client13742,155,5,37,4401
client31438,85,2,74,15617
client23024,21,7,77,7577
client413,41,23,95,17451
client27026,377,4,16,13956
client14128,325,11,83,17269
client17212,26,26,127,18149
client14016,83,9,139,37871
client4821,367,2,49,14857
client10076,17,11,31,25711
client30509,143,14,120,34338
client42456,45,16,109,27247
client14117,407,1,216,21430
client36966,407,1,9,4919
client27949,147,3,7,4259
client16200,202,2,5,10471
client2692,151,3,5,2859
client8933,173,5,22,4725
client31763,406,1,32,3808
client35584,345,2,3,2169
client2876,24,18,87,13995
client28786,406,1,1,5999
client13906,324,2,46,3569
client4542,124,5,9,3073
client15277,306,13,175,92246
client33390,30,3,19,1936
client35114,406,1,1,44
client31961,66,3,7,3880
client7591,29,3,17,1695
client37154,5,33,176,41752
client42550,406,1,9,3271
client34738,167,7,70,3842
client15719,406,1,10,970
client20523,211,6,23,7012
client7994,2,10,44,7889
client13922,3,5,61,13445
client6374,75,22,331,139385
client17034,406,1,8,1497
client8812,406,1,2,328
client37899,16,23,331,39507
client19934,58,7,22,7572
client656,20,3,22,5088
client5602,19,14,36,10929
client29547,406,1,13,1636
client2159,406,1,18,983
client8154,3,5,128,39225
client24682,406,1,3,1627
client13635,394,5,62,19552
client24613,105,7,30,22426
client20153,406,1,1,173
client5027,27,19,91,15642
client26535,215,4,13,15896
client19369,46,4,14,5857
client13357,1,34,238,30220
client31803,44,5,34,9868
client153,83,5,88,11073
client29069,97,8,76,19453
client24122,177,2,14,5418
client19828,5,23,479,101453
client34932,144,12,63,9567
client32867,50,3,38,19028
client9754,51,21,174,50169
client14308,228,10,91,14351
client36770,194,5,90,10943
client9620,6,6,69,2467
client22199,46,8,46,17484
client16065,364,2,3,11897
client21431,67,2,10,3997
client23735,353,2,4,1028
client23222,405,1,1,6999
client40752,405,1,7,405
client8737,288,6,88,24384
client17465,405,1,6,1584
client19683,185,2,24,14185
client26096,45,3,14,1513
client27228,361,3,18,4573
client18230,19,10,79,9521
client35924,315,3,11,21839
client38416,405,1,7,357
client6565,42,4,22,8015
client25777,160,2,29,2803
client16645,23,17,166,37105
client35992,330,2,4,2361
client24578,367,4,18,11579
client13493,13,13,44,10149
client9480,297,3,32,11195
client32136,18,13,40,6779
client31344,405,1,2,398
client10185,405,1,1,319
client14460,122,3,10,3982
client2310,8,10,58,4672
client22153,405,1,2,127
client29899,405,1,1,4499
client35076,7,4,23,2236
client32817,301,8,190,50485
client8579,64,23,246,220441
client31217,68,9,39,15578
client7066,36,6,34,7301
client10724,61,18,106,35365
client200,405,1,7,2413
client22675,54,16,146,32236
client35127,7,4,56,23630
client16138,358,8,49,48293
client5858,96,9,38,29496
client7053,405,1,15,3582
client39415,81,3,42,15085
client25511,405,1,8,4168
client31528,27,18,124,9983
client35066,6,9,79,16763
client13825,294,2,21,4677
client26796,405,1,9,1121
client27617,69,6,61,8330
client957,294,3,18,63699
client23512,404,1,19,19621
client27462,229,2,46,14474
client37276,17,4,57,22685
client5209,119,2,10,2301
client19952,403,2,7,637
client1400,346,2,10,2150
client40393,404,1,6,2418
client9787,149,5,30,4796
client5357,79,2,11,1531
client30654,381,2,13,2021
client4742,313,5,37,17745
client32705,404,1,3,1015
client16225,20,6,27,12218
client28749,189,9,62,17173
client36927,404,1,1,1999
client27550,380,2,13,5572
client20838,372,2,18,22160
client6757,98,4,25,9441
client4612,39,9,102,20869
client18991,168,5,44,6252
client15234,404,1,1,8999
client7950,131,14,73,27798
client19565,15,4,152,17863
client9440,63,5,9,1053
client16547,362,2,8,874
client4443,9,5,22,2164
client760,404,1,3,656
client42604,81,8,33,8943
client10850,59,9,74,55243
client13781,404,1,8,8379
client15042,80,4,39,4561
client20879,383,2,12,1824
client29297,191,2,2,294
client32202,351,5,16,4696
client39296,285,2,43,2107
client37902,131,11,50,8299
client39832,209,4,18,1880
client18526,94,24,207,56107
client5987,5,38,368,84648
client42010,87,4,6,10048
client26463,404,1,2,1428
client14391,134,3,7,8072
client20666,388,2,4,1142
client3954,34,17,88,17853
client10357,404,1,8,5062
client26671,3,7,110,7925
client1155,79,51,524,65529
client10898,404,1,1,1299
client15294,12,2,5,1200
client31629,56,12,68,6950
client23278,351,7,60,8854
client20277,83,2,12,13005
client2973,143,8,41,30029
client4963,300,5,14,4621
client9218,317,9,70,31297
client13839,75,16,242,78152
client30367,55,6,87,44633
client3494,71,11,115,31895
client33171,181,6,125,28020
client27623,12,19,186,32620
client29556,5,33,674,210390
client29085,312,2,7,1543
client850,41,8,50,14930
client10881,42,10,99,4503
client13541,322,6,50,19792
client42741,47,4,24,3755
client34099,30,11,76,40234
client9860,118,6,31,12279
client22372,11,17,117,24792
client40150,9,50,204,75839
client31180,380,6,34,3882
client36967,15,20,97,22336
client36094,375,2,5,5296
client24033,96,4,32,17463
client26033,5,31,729,398116
client11024,23,7,26,5895
client35299,330,2,22,17745
client501,91,13,94,16965
client17772,187,3,17,7341
client1037,403,1,11,1621
client3396,119,9,23,8501
client32617,280,2,16,6186
client18344,55,23,364,54140
client32677,53,8,26,15624
client3090,5,5,11,798
client1744,212,6,38,3247
client42303,11,7,45,19402
client4479,8,8,25,2999
client20424,310,2,10,2226
client1066,2,8,175,14129
client28755,45,6,83,38816
client42221,67,3,6,7482
client28188,403,1,3,6863
client36589,308,3,4,10426
client12531,395,3,4,2129
client30376,403,1,9,3447
client36564,156,3,8,2321
client29650,313,2,18,1089
client41509,173,2,7,619
client29003,74,13,76,13570
client25365,187,4,19,6564
client37889,403,1,6,644
client39656,317,2,7,5603
client30347,50,4,31,11743
client7364,340,6,106,34620
client10059,8,7,65,10783
client12562,403,1,8,994
client13511,113,4,128,109232
client12061,403,1,3,9667
client40234,47,7,99,33410
client23177,403,1,28,1477
client17398,26,7,65,13145
client36075,403,1,7,4683
client38929,403,1,5,1485
client22191,1,3,6,2590
client29968,19,11,45,7731
client22577,403,1,9,944
client19852,403,1,3,2893
client25835,94,4,37,3262
client10833,235,3,41,3263
client20300,1,13,167,18864
client22294,48,6,46,13840
client28076,326,2,2,2079
client69,25,23,202,32844
client2689,85,8,55,33699
client5652,13,15,93,27803
client37580,61,12,37,27052
client20885,97,13,162,34373
client23767,220,3,40,20380
client38349,95,5,27,14799
client3695,9,3,29,6722
client3669,241,9,63,22007
client23055,17,41,332,89353
client16653,202,4,28,7088
client2360,126,5,29,56974
client25274,35,13,102,19570
client28502,22,12,94,37525
client33913,136,9,20,4765
client18168,8,17,57,6956
client16782,166,2,7,1691
client24866,174,2,7,1899
client14003,402,1,12,15406
client12295,279,11,142,25595
client39276,355,4,147,13211
client41996,51,4,44,3748
client31111,43,7,87,3451
client6898,402,1,6,824
client40191,24,12,41,6420
client30760,98,6,96,47813
client3933,402,1,4,9062
client7978,402,1,5,2295
client25139,402,1,8,3058
client12098,158,4,22,6542
client20503,402,1,13,2345
client4021,1,11,76,31673
client304,368,5,17,3652
client15661,55,8,15,6203
client37218,402,1,9,974
client4363,28,2,7,3462
client19743,402,1,27,7087
client23471,17,13,17,2266
client11919,200,2,11,8869
client9048,22,8,15,3923
client21787,103,6,32,12847
client42473,276,7,74,21181
client540,327,2,31,2659
client9105,296,8,109,24173
client33316,44,8,90,19394
client10474,2,3,50,5842
client13159,265,6,79,7582
client32408,2,26,317,71233
client27485,118,6,15,4048
client29653,399,2,13,7334
client31846,64,2,9,1751
client39344,42,6,65,10538
client8723,170,3,12,5785
client37184,51,6,23,9869
client37648,401,1,2,13998
client16650,122,8,76,21492
client41055,401,1,22,3716
client20851,29,3,9,11746
client37877,19,14,129,41560
client33735,401,1,1,45
client24010,401,1,19,1471
client18212,44,5,26,6600
client41345,28,6,61,18886
client7050,401,1,5,1035
client30686,148,3,30,2786
client23697,110,8,198,26329
client1490,401,1,5,5995
client22804,11,9,30,2851
client13623,401,1,2,20
client1565,401,1,4,3596
client30141,401,1,9,1205
client36728,392,3,7,1113
client10543,100,12,107,21324
client145,38,24,144,29743
client31902,387,2,45,3651
client24566,8,7,22,2669
client28893,401,1,4,425
client29661,137,2,11,1999
client10278,401,1,33,684
client25959,401,1,1,29
client33641,14,36,250,45679
client16635,401,1,14,6646
client18201,1,93,725,141355
client40242,48,3,9,3103
client31979,400,1,39,1092
client4718,62,27,112,20763
client13811,400,1,18,2080
client34771,135,4,22,5704
client33697,74,2,37,3471
client41271,400,1,1,3999
client17560,157,8,18,2020
client10624,400,1,6,1791
client39761,341,2,27,3097
client8531,10,14,92,9529
client26103,33,2,8,1466
client12298,65,9,92,12993
client27897,59,3,12,2597
client33655,339,3,11,691
client10293,61,2,15,9086
client19114,71,11,54,22932
client21647,5,35,405,72691
client973,400,1,2,3628
client27595,4,9,25,27499
client18894,351,2,15,6875
client40808,103,2,4,1962
client33080,261,3,34,5006
client3481,35,4,14,14190
client41785,25,6,10,5365
client34255,133,3,16,29110
client37087,389,2,35,3240
client25717,320,2,4,4662
client27190,12,9,75,52259
client15560,7,20,81,26382
client33695,400,1,6,760
client36110,371,2,5,16395
client672,101,3,26,51352
client920,315,2,8,9229
client41021,400,1,12,4788
client24260,81,8,48,13974
client37880,400,1,1,1050
client29384,54,3,31,16864
client27419,22,4,49,14771
client9849,371,2,37,16147
client20343,8,22,94,18307
client24739,33,14,61,37234
client35843,164,10,32,9467
client38751,399,1,20,1326
client4818,34,3,9,6815
client655,399,1,17,1291
client22284,316,3,18,3625
client41157,399,1,13,2651
client15447,34,7,92,26441
client1506,399,1,5,8875
client11226,31,6,46,15963
client37199,399,1,6,4694
client42682,386,3,27,4475
client32484,5,26,139,36100
client3782,351,3,11,2361
client5741,173,3,18,9886
client12259,16,6,16,3044
client15886,150,15,91,30989
client32987,70,6,71,20810
client37012,37,4,25,3550
client23853,144,5,31,4706
client24586,90,6,53,7740
client20227,138,7,37,16697
client25490,264,9,25,8553
client13119,6,8,27,9387
client5133,311,5,20,5204
client15720,77,6,108,26402
client10778,192,5,10,9148
client13418,52,12,56,15221
client22138,53,38,182,41013
client38400,384,2,6,1115
client19900,399,1,1,29
client19642,399,1,4,2796
client27561,399,1,5,1105
client35815,337,3,18,2880
client36318,32,14,54,18445
client22704,399,1,7,2017
client1743,6,9,169,24777
client32763,3,36,166,63909
client27364,192,6,66,16443
client26350,97,8,114,14494
client2103,230,3,12,3468
client33885,399,1,18,4297
client7537,179,6,27,15841
client7585,53,30,423,61765
client32427,7,9,78,11414
client12831,14,6,39,8851
client718,28,34,248,52093
client36939,158,4,56,2320
client24836,260,2,34,2567
client9082,396,2,2,4868
client33370,398,1,6,2392
client17416,398,1,4,1172
client13245,61,11,45,10051
client25420,398,1,5,365
client20869,398,1,2,2374
client16983,158,3,9,7547
client31855,62,35,138,29513
client24308,398,1,4,1042
client36063,111,4,27,11730
client7906,398,1,33,1895
client29897,83,9,51,13582
client14227,193,2,20,6260
client31199,19,9,31,7077
client16010,32,7,40,16758
client42012,189,5,71,5522
client907,124,3,19,3297
client26690,57,13,82,11211
client30650,8,11,82,4589
client41659,29,17,80,48095
client13972,398,1,2,378
client8194,365,3,30,2633
client42136,54,23,180,49063
client3677,398,1,3,1097
client5710,41,4,57,10511
client25664,398,1,10,1690
client42517,32,4,12,5258
client16270,19,17,86,56082
client1318,398,1,11,819
client8466,3,96,373,112359
client41504,82,6,30,4458
client15997,398,1,1,173
client27096,376,3,18,13099
client36739,398,1,5,7495
client27855,5,19,45,5142
client16784,398,1,4,21257
client40896,41,30,1164,222592
client20977,166,20,143,24859
client35988,2,23,97,19052
client25220,31,7,66,17320
client18386,7,5,18,7839
client25993,354,10,33,9908
client3454,348,5,20,5811
client36256,398,1,21,15120
client31553,398,1,11,3049
client28874,324,3,30,3132
client40592,23,14,74,14839
client40675,10,3,27,7076
client36893,14,4,21,5744
client16528,11,13,102,30579
client12521,2,22,116,17746
client35704,74,6,21,3453
client42571,39,6,16,1650
client23039,342,4,19,4328
client9784,75,16,164,20739
client40859,159,2,3,937
client6989,397,1,17,828
client11475,397,1,11,1419
client31839,397,1,5,1495
client25658,397,1,3,2807
client17351,80,14,80,20973
client30772,15,34,861,157979
client7189,383,2,24,6038
client23712,186,2,25,5460
client26615,229,7,34,7271
client17028,110,4,21,1808
client33531,229,3,12,7440
client2439,125,9,22,4056
client30681,19,8,86,8412
client8804,79,5,47,27225
client26305,284,7,78,17375
client33521,249,2,9,1174
client23842,397,1,1,4599
client17469,397,1,2,1294
client20743,78,5,33,11500
client42453,158,5,21,6076
client29922,112,6,28,15455
client21039,43,20,167,47694
client41589,122,3,11,1987
client21224,64,8,42,11698
client21200,318,2,21,5011
client12654,94,9,34,30745
client10351,7,4,44,18331
client15610,397,1,1,2290
client8491,397,1,2,2020
client12303,290,39,300,81299
client1871,397,1,4,3246
client526,397,1,1,4499
client25480,397,1,12,1359
client27753,397,1,33,8616
client32390,306,10,28,18433
client11382,326,2,42,8324
client6934,4,6,28,3996
client9104,186,4,10,3856
client27333,217,3,7,3273
client34117,1,4,75,7541
client160,238,2,20,1894
client38504,306,2,3,2347
client23171,29,6,154,12783
client16980,397,1,4,1928
client18609,99,3,21,7658
client42020,60,8,22,17342
client33131,188,2,22,2610
client14503,95,4,37,9348
client13613,233,13,124,10266
client19956,264,5,18,11502
client24562,308,2,23,1624
client39129,397,1,13,999
client20939,94,4,122,17611
client8842,397,1,11,5519
client24131,8,22,202,9262
client37457,45,5,9,7751
client26249,387,3,9,7937
client35667,397,1,15,1470
client27158,2,5,16,7689
client19216,6,3,33,5573
client41060,142,2,5,3891
client41913,8,37,453,96329
client2409,107,4,33,6356
client18968,358,5,47,40485
client22828,14,9,65,4634
client39084,32,10,46,4477
client22316,85,12,71,46343
client30644,89,11,108,39209
client26965,3,3,28,1824
client19955,387,3,49,3829
client30858,40,3,11,8527
client14476,16,7,81,6135
client1135,365,3,9,1300
client16192,190,3,65,7044
client11456,77,10,107,22244
client36961,3,49,293,54931
client3646,68,8,49,10619
client39512,5,18,107,27987
client33077,337,2,6,3264
client35767,168,3,5,4083
client20109,364,2,15,1195
client26414,325,2,33,6727
client24067,396,1,2,4498
client34399,375,3,9,2339
client14713,297,4,15,6821
client28062,389,3,42,10764
client4856,38,9,35,6195
client42254,396,1,16,3090
client25011,261,8,19,15289
client23570,12,9,123,14721
client2327,2,5,30,3796
client26807,396,1,2,1598
client36989,396,1,2,1938
client33866,16,4,32,29896
client17453,128,2,5,8255
client34889,143,6,26,4897
client8321,32,6,38,6991
client40666,396,1,2,3264
client28748,396,1,7,513
client21826,184,2,2,1388
client39011,79,11,75,13643
client21582,36,5,28,17979
client26747,396,1,1,1010
client30556,197,3,11,1538
client13372,365,6,215,109421
client26492,18,2,11,752
client24366,7,12,31,2347
client6445,133,4,33,7658
client11719,396,1,1,2099
client14653,396,1,11,841
client24784,126,2,18,11798
client40383,396,1,4,745
client23381,396,1,1,3599
client30804,221,5,77,14480
client6323,8,7,82,46406
client3991,175,6,47,7974
client3020,256,4,12,13605
client39773,274,3,8,2575
client29347,396,1,15,2337
client39913,396,1,27,2567
client19150,43,16,85,38756
client14422,178,5,31,7773
client3913,274,3,9,2931
client29299,209,4,52,14188
client12292,5,8,28,14154
client42066,33,10,61,58238
client14988,396,1,2,7138
client34767,32,12,148,158964
client34504,27,10,71,29279
client7779,396,1,15,1435
client42596,7,16,128,21331
client5756,69,4,23,8448
client40816,60,2,53,14451
client41957,33,6,76,23219
client25918,77,9,37,12801
client16500,49,21,210,37006
client16419,385,2,11,1796
client18736,12,13,79,16092
client8152,231,3,26,8788
client25648,380,2,7,1655
client26739,394,2,42,3189
client35259,198,31,251,51585
client15532,365,2,10,1542
client1494,38,4,17,4688
client32359,352,4,40,3121
client35115,6,17,188,27168
client13915,288,4,26,24488
client38260,378,2,12,6580
client21527,30,20,116,38744
client34516,17,6,85,9107
client9157,5,17,147,34182
client9928,166,10,30,7811
client41490,108,6,12,46874
client31511,20,5,61,13113
client10848,395,1,3,3297
client19255,342,3,15,4532
client6644,342,3,21,4993
client31564,12,10,24,8073
client30834,107,5,9,1162
client41186,215,3,54,6669
client9917,395,1,41,746
client12846,395,1,1,49
client1756,128,9,61,14161
client31421,395,1,25,1592
client23224,395,1,4,1646
client29100,286,2,29,4188
client35728,87,5,40,12009
client33807,35,21,108,24314
client20639,21,13,102,24433
client2078,354,2,15,1558
client14264,21,13,37,28908
client4633,46,12,145,18870
client22887,1,10,38,18437
client42464,12,14,147,34778
client15773,34,13,57,11879
client25349,354,9,25,9749
client13659,12,30,108,20469
client33231,3,30,218,62225
client23538,5,17,112,53592
client21853,10,8,114,50326
client25108,368,3,18,14992
client23819,283,4,37,9293
client21205,76,14,137,20337
client1342,264,4,6,1971
client4193,49,32,202,72860
client7474,241,8,21,5381
client36634,14,30,262,28250
client36583,321,3,9,9860
client40779,311,4,31,12480
client22978,131,5,107,12763
client39253,10,24,105,21492
client22999,394,1,13,1427
client12790,33,8,49,13595
client39967,1,44,482,124620
client18996,349,6,112,19826
client35040,273,4,13,4043
client12832,26,13,99,26340
client39170,26,4,9,3064
client25839,299,4,5,9035
client17625,394,1,10,2190
client11900,394,1,46,2586
client33159,19,6,56,9702
client6108,349,4,71,7557
client3046,389,2,20,2182
client34261,83,6,42,8207
client1652,393,2,2,7158
client31476,157,2,4,4667
client13538,71,14,80,7083
client29861,49,5,13,5631
client39244,394,1,6,5644
client39718,342,2,19,3222
client25303,76,14,164,35264
client30012,15,17,136,29731
client9987,11,10,36,10069
client14494,364,4,63,17823
client35707,392,2,48,20232
client17062,196,5,11,10825
client23060,374,3,30,15195
client10073,49,5,36,4467
client7562,394,1,1,195
client8786,298,4,10,2165
client4246,57,11,60,22818
client12500,23,16,74,21246
client3245,178,3,11,3645
client8601,332,3,9,1563
client29295,14,5,21,18558
client5735,118,3,13,5629
client22054,19,6,21,5711
client40622,57,7,49,48408
client826,45,16,106,31914
client28004,355,7,52,6922
client40913,216,3,5,3545
client8288,179,3,76,3769
client27231,393,1,1,82
client6196,114,11,64,22778
client25165,393,1,15,11866
client19802,36,3,10,1316
client17041,126,6,17,8343
client2923,29,6,209,137581
client12125,26,15,156,36440
client29697,1,6,41,5495
client2645,351,2,14,2386
client23976,76,2,3,17904
client5135,157,27,356,81593
client9789,8,26,153,13500
client39302,393,1,6,832
client21379,65,10,31,7429
client32467,393,1,2,3028
client12215,11,20,43,16272
client15387,392,2,36,3206
client4099,393,1,2,2658
client21211,164,2,17,5279
client30184,70,6,35,15516
client34955,373,2,10,3490
client38646,12,3,60,12110
client29731,176,12,210,79811
client16252,393,1,1,1010
client9318,124,6,73,17403
client24673,94,10,68,31688
client412,1,12,50,36528
client14730,393,1,1,2299
client9639,74,10,195,52437
client4353,30,9,149,29212
client6189,64,7,159,19644
client30443,34,24,253,75379
client30998,393,1,55,52473
client28233,162,2,14,7637
client22614,5,15,85,12569
client6107,4,6,137,67890
client28575,84,3,16,3614
client21926,9,4,38,4130
client30403,393,1,3,1033
client29929,393,1,64,9536
client2109,393,1,181,20099
client1117,301,5,14,6924
client37018,17,6,55,8804
client9958,392,1,15,3781
client38994,392,1,32,1023
client26555,392,1,1,1199
client36445,39,6,38,17464
client40789,392,1,3,2023
client28918,392,1,4,724
client7488,42,3,6,2325
client28240,88,3,37,7687
client7610,9,8,68,16373
client5131,385,2,5,6645
client30038,56,3,32,25950
client8761,10,9,35,6984
client10566,9,11,41,9397
client36066,181,3,5,17055
client17556,392,1,1,59
client8068,126,2,58,10811
client32154,24,4,14,1484
client31004,392,1,7,2683
client36624,188,5,93,53583
client41863,69,9,50,51064
client38878,392,1,3,1587
client6328,392,1,11,2099
client23915,392,1,1,499
client35610,392,1,3,7397
client37917,168,9,63,4470
client34416,52,3,12,1248
client17302,386,2,4,9496
client26375,16,4,18,17444
client18322,1,68,479,130905
client23687,101,6,123,25142
client18524,6,14,77,30688
client729,182,2,90,51246
client4485,392,1,2,5498
client20223,22,11,49,12337
client14305,100,5,11,3131
client34388,62,4,76,55985
client16755,391,1,6,590
client10719,379,4,47,52767
client2128,384,2,6,754
client21329,206,6,31,9021
client22490,391,1,4,6069
client30553,1,12,133,25080
client15916,42,26,146,21723
client30979,177,6,46,11902
client40082,264,11,72,16651
client38111,1,6,39,6554
client30023,101,12,141,31023
client8060,391,1,4,1408
client3834,389,2,14,7574
client27694,137,6,83,10987
client38278,155,3,11,9973
client25144,391,1,2,9998
client40760,97,2,9,1019
client9103,134,46,729,97643
client27625,391,1,1,119
client13679,365,2,9,2661
client24515,391,1,1,2199
client28747,331,2,5,815
client1220,70,3,16,11111
client13024,180,4,54,5151
client22305,349,2,15,4983
client36352,391,1,3,4287
client37807,391,1,4,9812
client39599,148,2,3,12397
client27977,6,5,16,8284
client18419,38,22,172,81518
client8114,391,1,3,9588
client12460,376,2,3,1793
client5375,82,19,216,47558
client24716,49,9,126,10381
client4168,12,7,81,6313
client30175,120,11,61,18283
